delivery_id,date,day_of_week,month,city_zone,time_window,weather,attempt_number,driver_experience_yrs,package_count,weight_kg,distance_km,stops_before_this,traffic_index,delivery_success,delay_minutes
DLV-02596,2024-06-12,Wednesday,6,urban_inner,morning_08_12,snow,1,5.0,4,8.99,6.89,22,4.4,1,53.3
DLV-02597,2024-05-19,Sunday,5,urban_core,anytime,rain,2,7.1,5,4.47,5.13,38,6.0,1,38.5
DLV-02598,2024-12-12,Thursday,12,urban_core,afternoon_12_17,clear,1,1.0,7,18.69,0.5,30,8.2,0,
DLV-02599,2024-09-14,Saturday,9,urban_inner,afternoon_12_17,rain,1,0.5,1,1.35,9.34,28,6.5,0,
DLV-02600,2024-09-25,Wednesday,9,suburban,morning_08_12,clear,1,0.9,3,8.2,14.55,0,6.2,1,17.8
DLV-02601,2024-06-29,Saturday,6,rural,evening_17_21,cloudy,1,2.6,1,1.22,25.72,9,1.4,1,15.5
DLV-02602,2024-06-08,Saturday,6,suburban,afternoon_12_17,cloudy,1,7.5,3,0.97,10.29,3,2.7,0,
DLV-02603,2024-12-16,Monday,12,suburban,afternoon_12_17,clear,1,2.6,11,18.66,13.18,30,2.6,1,19.0
DLV-02604,2024-10-14,Monday,10,urban_core,anytime,cloudy,1,7.6,2,3.43,0.93,3,6.8,1,24.4
DLV-02605,2024-10-14,Monday,10,urban_inner,afternoon_12_17,clear,1,4.4,5,3.12,8.3,28,6.3,1,38.1
DLV-02606,2024-08-13,Tuesday,8,suburban,afternoon_12_17,clear,1,2.7,10,9.34,15.86,8,1.0,1,7.1
DLV-02607,2024-01-11,Thursday,1,urban_core,evening_17_21,cloudy,3,0.5,5,12.08,0.76,14,5.4,0,
DLV-02608,2024-01-10,Wednesday,1,rural,evening_17_21,clear,1,1.2,10,3.99,25.48,2,2.1,1,4.6
DLV-02609,2024-09-27,Friday,9,urban_core,anytime,snow,1,0.5,9,14.6,9.32,14,7.8,0,
DLV-02610,2024-09-29,Sunday,9,urban_core,anytime,clear,1,1.2,8,13.86,6.33,10,6.7,0,
DLV-02611,2024-07-01,Monday,7,suburban,afternoon_12_17,clear,1,0.5,3,6.48,9.75,5,4.2,1,16.6
DLV-02612,2024-06-01,Saturday,6,suburban,afternoon_12_17,cloudy,2,0.6,1,0.4,12.53,6,1.2,1,21.7
DLV-02613,2024-11-10,Sunday,11,suburban,morning_08_12,clear,1,1.6,5,9.41,8.57,3,2.4,0,
DLV-02614,2024-11-29,Friday,11,urban_core,afternoon_12_17,clear,2,2.2,11,3.39,7.93,20,6.1,1,31.4
DLV-02615,2024-05-03,Friday,5,suburban,afternoon_12_17,clear,1,0.7,3,3.05,13.95,0,2.2,0,
DLV-02616,2024-04-23,Tuesday,4,urban_inner,evening_17_21,snow,2,4.0,5,8.25,8.39,22,7.0,0,
DLV-02617,2024-10-04,Friday,10,urban_inner,morning_08_12,clear,1,2.7,9,24.84,11.58,12,7.2,1,27.4
DLV-02618,2024-07-31,Wednesday,7,rural,morning_08_12,clear,1,3.5,11,7.06,27.31,27,1.0,1,15.9
DLV-02619,2024-06-20,Thursday,6,suburban,morning_08_12,clear,1,4.0,1,0.76,14.82,28,1.0,1,11.5
DLV-02620,2024-10-14,Monday,10,urban_core,morning_08_12,clear,1,3.9,1,2.11,7.77,17,7.4,1,28.2
DLV-02621,2024-06-22,Saturday,6,suburban,afternoon_12_17,clear,1,8.3,9,11.81,11.55,22,2.6,0,
DLV-02622,2024-04-22,Monday,4,urban_core,morning_08_12,rain,1,0.8,3,5.95,0.76,27,7.0,1,31.8
DLV-02623,2024-05-01,Wednesday,5,urban_core,morning_08_12,snow,1,0.9,10,29.93,9.88,8,7.7,1,49.8
DLV-02624,2024-02-01,Thursday,2,urban_inner,morning_08_12,clear,1,0.5,5,14.82,5.78,5,8.5,1,24.3
DLV-02625,2024-08-09,Friday,8,rural,evening_17_21,clear,1,2.7,9,11.3,20.92,15,1.7,0,
DLV-02626,2024-04-28,Sunday,4,urban_core,evening_17_21,snow,1,1.5,11,18.27,2.34,36,8.5,0,
DLV-02627,2024-02-08,Thursday,2,suburban,morning_08_12,clear,1,2.1,5,13.71,11.97,0,2.8,1,16.1
DLV-02628,2024-09-24,Tuesday,9,urban_core,evening_17_21,clear,1,0.6,3,1.65,10.56,21,7.9,1,26.9
DLV-02629,2024-08-20,Tuesday,8,suburban,afternoon_12_17,rain,1,3.1,9,13.69,15.65,22,4.6,1,40.2
DLV-02630,2024-01-18,Thursday,1,urban_inner,morning_08_12,cloudy,1,2.9,7,9.24,7.36,20,5.0,0,
DLV-02631,2024-05-28,Tuesday,5,suburban,afternoon_12_17,clear,2,0.9,7,7.67,11.93,30,2.5,0,
DLV-02632,2024-05-28,Tuesday,5,urban_core,morning_08_12,clear,1,1.9,8,23.87,6.55,37,6.5,1,35.8
DLV-02633,2024-05-05,Sunday,5,suburban,evening_17_21,clear,1,6.7,11,25.09,17.16,27,4.8,0,
DLV-02634,2024-10-28,Monday,10,rural,morning_08_12,clear,1,4.5,5,6.75,29.49,26,2.9,0,
DLV-02635,2024-12-25,Wednesday,12,suburban,anytime,rain,1,0.8,2,5.08,16.76,38,1.0,1,28.9
DLV-02636,2024-08-25,Sunday,8,urban_inner,morning_08_12,cloudy,1,6.3,11,17.84,12.65,12,5.2,1,22.4
DLV-02637,2024-05-14,Tuesday,5,rural,afternoon_12_17,cloudy,1,0.5,9,23.91,28.28,31,2.4,0,
DLV-02638,2024-05-30,Thursday,5,urban_core,anytime,clear,1,1.6,3,3.06,2.98,6,9.5,0,
DLV-02639,2024-08-23,Friday,8,suburban,morning_08_12,clear,1,0.5,11,9.94,12.71,32,3.4,0,
DLV-02640,2024-08-11,Sunday,8,rural,afternoon_12_17,clear,1,7.7,2,1.94,31.76,12,2.4,0,
DLV-02641,2024-07-21,Sunday,7,urban_core,afternoon_12_17,rain,1,0.5,10,17.54,6.69,31,7.4,0,
DLV-02642,2024-09-12,Thursday,9,urban_inner,afternoon_12_17,cloudy,1,0.5,10,10.87,8.45,6,5.0,0,
DLV-02643,2024-03-26,Tuesday,3,urban_core,morning_08_12,clear,1,7.4,5,3.49,2.88,11,5.2,0,
DLV-02644,2024-05-29,Wednesday,5,urban_inner,morning_08_12,clear,1,2.6,8,23.88,5.57,39,3.9,1,27.1
DLV-02645,2024-08-22,Thursday,8,suburban,afternoon_12_17,rain,2,4.8,3,8.19,14.0,14,4.7,1,28.4
DLV-02646,2024-12-10,Tuesday,12,urban_core,afternoon_12_17,clear,2,0.5,6,12.09,1.5,20,7.4,1,30.8
DLV-02647,2024-01-22,Monday,1,urban_inner,afternoon_12_17,clear,1,1.6,9,24.36,7.32,11,4.7,1,24.3
DLV-02648,2024-12-13,Friday,12,urban_core,morning_08_12,clear,1,12.5,2,5.65,8.08,12,5.1,1,15.2
DLV-02649,2024-10-11,Friday,10,urban_inner,afternoon_12_17,clear,1,2.6,8,17.0,7.61,39,7.0,0,
DLV-02650,2024-09-25,Wednesday,9,urban_core,afternoon_12_17,rain,1,5.7,10,17.0,3.79,38,5.7,0,
DLV-02651,2024-09-14,Saturday,9,rural,afternoon_12_17,cloudy,2,9.9,7,18.77,28.43,1,2.8,0,
DLV-02652,2024-01-29,Monday,1,urban_core,afternoon_12_17,cloudy,1,3.5,3,5.5,7.4,28,7.0,1,43.1
DLV-02653,2024-07-31,Wednesday,7,rural,morning_08_12,rain,2,1.2,1,0.64,33.41,28,1.7,1,26.2
DLV-02654,2024-10-09,Wednesday,10,urban_inner,morning_08_12,snow,1,1.1,6,7.74,4.53,35,8.4,1,61.3
DLV-02655,2024-02-19,Monday,2,urban_core,morning_08_12,clear,2,0.5,2,3.01,8.11,37,4.1,0,
DLV-02656,2024-04-04,Thursday,4,suburban,afternoon_12_17,clear,1,1.7,3,8.48,16.4,6,2.2,1,22.4
DLV-02657,2024-03-28,Thursday,3,urban_inner,morning_08_12,clear,1,7.4,5,10.4,4.3,29,8.2,1,22.1
DLV-02658,2024-02-13,Tuesday,2,urban_inner,afternoon_12_17,clear,1,2.0,11,29.3,5.07,22,7.2,0,
DLV-02659,2024-10-04,Friday,10,urban_core,afternoon_12_17,rain,2,7.3,8,18.76,7.37,27,6.8,1,46.1
DLV-02660,2024-06-19,Wednesday,6,urban_inner,afternoon_12_17,rain,1,5.1,2,2.27,9.66,22,8.6,0,
DLV-02661,2024-07-07,Sunday,7,urban_core,afternoon_12_17,cloudy,2,12.4,6,13.44,0.7,35,8.7,0,
DLV-02662,2024-12-18,Wednesday,12,urban_core,morning_08_12,clear,1,8.9,1,0.83,2.01,28,6.4,1,27.8
DLV-02663,2024-07-02,Tuesday,7,urban_inner,afternoon_12_17,clear,1,3.7,7,9.81,9.6,3,4.2,1,14.5
DLV-02664,2024-01-03,Wednesday,1,urban_core,anytime,clear,3,6.1,4,9.91,7.29,19,9.3,1,23.9
DLV-02665,2024-07-09,Tuesday,7,urban_core,afternoon_12_17,rain,2,4.1,1,1.95,5.7,4,6.0,0,
DLV-02666,2024-04-27,Saturday,4,urban_core,evening_17_21,clear,2,3.6,9,22.76,1.81,10,7.6,0,
DLV-02667,2024-01-19,Friday,1,urban_core,evening_17_21,clear,1,3.8,9,8.89,2.34,1,9.4,0,
DLV-02668,2024-01-23,Tuesday,1,urban_core,afternoon_12_17,clear,3,3.8,11,25.57,1.56,23,7.5,1,29.2
DLV-02669,2024-01-30,Tuesday,1,rural,morning_08_12,snow,2,1.4,3,2.54,30.08,32,1.8,1,38.1
DLV-02670,2024-10-21,Monday,10,urban_core,afternoon_12_17,cloudy,1,1.7,6,10.63,3.1,21,4.7,0,
DLV-02671,2024-04-17,Wednesday,4,suburban,morning_08_12,rain,2,1.0,7,10.29,15.6,5,5.0,1,34.4
DLV-02672,2024-10-07,Monday,10,urban_core,afternoon_12_17,rain,1,0.5,4,7.21,5.01,23,4.5,0,
DLV-02673,2024-05-07,Tuesday,5,rural,evening_17_21,clear,1,1.8,6,4.0,24.49,28,3.8,0,
DLV-02674,2024-08-16,Friday,8,urban_core,evening_17_21,clear,1,6.9,9,11.48,7.15,31,4.7,1,26.2
DLV-02675,2024-04-20,Saturday,4,rural,afternoon_12_17,clear,1,3.2,10,21.01,31.49,29,1.0,1,16.8
DLV-02676,2024-05-15,Wednesday,5,suburban,afternoon_12_17,cloudy,1,0.5,6,10.85,16.8,2,5.3,0,
DLV-02677,2024-12-27,Friday,12,urban_core,afternoon_12_17,rain,1,5.0,7,12.48,5.15,24,9.4,0,
DLV-02678,2024-07-04,Thursday,7,rural,evening_17_21,clear,1,8.2,6,10.08,27.72,27,1.9,1,21.0
DLV-02679,2024-05-23,Thursday,5,urban_inner,evening_17_21,clear,1,5.3,7,19.94,6.17,14,5.3,0,
DLV-02680,2024-03-12,Tuesday,3,urban_core,anytime,cloudy,1,3.9,1,2.82,8.3,16,7.4,1,25.6
DLV-02681,2024-05-08,Wednesday,5,suburban,morning_08_12,clear,1,0.5,6,7.63,18.85,1,1.0,1,14.7
DLV-02682,2024-12-29,Sunday,12,rural,afternoon_12_17,cloudy,1,1.3,9,11.25,26.02,26,3.4,1,29.1
DLV-02683,2024-09-17,Tuesday,9,urban_inner,morning_08_12,clear,1,2.5,11,19.78,4.73,35,4.9,1,29.0
DLV-02684,2024-01-03,Wednesday,1,urban_core,morning_08_12,clear,2,0.5,3,1.67,1.37,13,6.8,1,29.5
DLV-02685,2024-04-13,Saturday,4,suburban,anytime,clear,2,0.5,6,6.71,11.11,31,3.6,0,
DLV-02686,2024-08-11,Sunday,8,suburban,anytime,cloudy,1,8.2,4,3.69,14.99,11,3.9,0,
DLV-02687,2024-11-15,Friday,11,rural,morning_08_12,clear,1,3.6,7,6.32,24.05,22,2.5,1,20.7
DLV-02688,2024-12-27,Friday,12,suburban,morning_08_12,clear,1,1.0,7,14.17,12.32,15,5.3,1,15.5
DLV-02689,2024-12-19,Thursday,12,urban_core,morning_08_12,rain,1,1.2,9,12.04,2.9,1,9.1,1,47.3
DLV-02690,2024-01-10,Wednesday,1,rural,evening_17_21,clear,2,1.5,4,3.05,28.52,6,1.8,0,
DLV-02691,2024-10-28,Monday,10,urban_core,morning_08_12,clear,1,0.5,8,21.57,3.88,20,8.3,1,22.8
DLV-02692,2024-08-18,Sunday,8,urban_core,morning_08_12,cloudy,1,4.0,8,21.28,5.84,30,8.5,0,
DLV-02693,2024-08-06,Tuesday,8,urban_inner,morning_08_12,clear,1,0.6,8,21.03,7.65,22,3.2,0,
DLV-02694,2024-03-06,Wednesday,3,urban_inner,afternoon_12_17,clear,3,4.9,8,10.84,8.6,24,5.1,1,24.9
DLV-02695,2024-04-21,Sunday,4,urban_core,anytime,snow,1,5.6,6,2.72,10.3,34,5.8,1,55.3
DLV-02696,2024-01-13,Saturday,1,suburban,morning_08_12,cloudy,1,3.1,8,4.71,14.41,34,3.5,1,22.2
DLV-02697,2024-03-26,Tuesday,3,urban_inner,afternoon_12_17,cloudy,1,4.4,6,6.27,8.81,6,7.7,1,27.7
DLV-02698,2024-08-21,Wednesday,8,urban_inner,morning_08_12,cloudy,1,0.6,10,8.94,15.27,4,7.0,1,21.5
DLV-02699,2024-03-30,Saturday,3,suburban,afternoon_12_17,clear,2,2.6,2,5.32,13.55,31,4.7,1,30.6
DLV-02700,2024-11-09,Saturday,11,urban_inner,afternoon_12_17,clear,1,3.4,3,8.89,12.4,4,5.2,1,13.2
DLV-02701,2024-02-23,Friday,2,urban_core,morning_08_12,clear,1,3.3,6,15.03,8.19,24,6.6,0,
DLV-02702,2024-01-12,Friday,1,urban_core,morning_08_12,snow,1,0.5,7,15.89,1.69,30,6.3,0,
DLV-02703,2024-07-27,Saturday,7,rural,evening_17_21,clear,1,1.3,4,7.56,28.45,19,1.0,0,
DLV-02704,2024-01-14,Sunday,1,urban_core,morning_08_12,clear,1,1.2,1,2.38,6.42,21,8.1,0,
DLV-02705,2024-04-30,Tuesday,4,urban_inner,afternoon_12_17,snow,1,2.5,4,11.43,10.82,37,5.0,0,
DLV-02706,2024-01-20,Saturday,1,urban_inner,afternoon_12_17,rain,1,4.3,6,11.54,5.63,12,3.8,0,
DLV-02707,2024-03-15,Friday,3,urban_inner,morning_08_12,snow,1,2.5,8,5.74,5.62,38,6.2,0,
DLV-02708,2024-08-30,Friday,8,urban_core,afternoon_12_17,cloudy,1,4.2,4,2.97,7.17,1,7.3,0,
DLV-02709,2024-08-10,Saturday,8,urban_inner,evening_17_21,clear,2,0.5,10,18.76,4.97,21,6.2,1,23.8
DLV-02710,2024-03-10,Sunday,3,urban_inner,afternoon_12_17,rain,2,6.3,1,1.2,7.03,8,8.0,0,
DLV-02711,2024-11-07,Thursday,11,rural,morning_08_12,clear,2,2.3,5,13.79,23.72,1,1.8,1,16.1
DLV-02712,2024-07-29,Monday,7,urban_core,afternoon_12_17,clear,1,0.5,7,13.66,2.01,31,6.2,0,
DLV-02713,2024-04-10,Wednesday,4,urban_inner,afternoon_12_17,cloudy,1,3.1,6,12.76,7.27,7,4.8,0,
DLV-02714,2024-07-04,Thursday,7,urban_inner,afternoon_12_17,cloudy,1,2.2,3,0.95,7.58,15,4.4,1,20.3
DLV-02715,2024-05-11,Saturday,5,urban_inner,afternoon_12_17,rain,1,0.7,7,11.53,8.43,32,4.7,0,
DLV-02716,2024-04-20,Saturday,4,suburban,morning_08_12,snow,2,4.3,4,5.86,13.6,10,1.6,1,39.0
DLV-02717,2024-05-11,Saturday,5,urban_core,afternoon_12_17,rain,2,8.1,5,11.03,7.22,31,7.4,0,
DLV-02718,2024-01-20,Saturday,1,urban_core,afternoon_12_17,clear,2,1.2,11,14.66,8.24,7,6.2,1,17.9
DLV-02719,2024-01-24,Wednesday,1,suburban,afternoon_12_17,cloudy,1,2.0,7,20.56,11.91,31,3.7,1,23.5
DLV-02720,2024-08-14,Wednesday,8,urban_inner,afternoon_12_17,rain,2,0.5,2,4.22,2.98,20,5.3,1,36.4
DLV-02721,2024-06-02,Sunday,6,urban_inner,morning_08_12,snow,2,8.0,4,8.33,9.26,24,5.6,1,49.1
DLV-02722,2024-10-19,Saturday,10,urban_core,afternoon_12_17,clear,1,1.2,4,11.13,7.56,19,9.8,1,37.9
DLV-02723,2024-08-17,Saturday,8,urban_core,anytime,clear,1,0.6,6,17.92,2.17,0,8.9,1,21.9
DLV-02724,2024-11-05,Tuesday,11,urban_core,afternoon_12_17,rain,1,2.0,11,9.18,3.58,20,4.9,0,
DLV-02725,2024-12-24,Tuesday,12,urban_core,afternoon_12_17,clear,1,0.5,7,17.42,7.41,6,6.3,1,20.5
DLV-02726,2024-07-20,Saturday,7,urban_inner,afternoon_12_17,cloudy,2,0.9,4,2.95,11.33,24,3.0,1,28.1
DLV-02727,2024-02-07,Wednesday,2,rural,anytime,clear,1,0.5,10,15.34,29.41,8,1.2,1,12.6
DLV-02728,2024-09-16,Monday,9,urban_core,anytime,clear,1,0.5,1,0.57,4.61,21,7.7,0,
DLV-02729,2024-07-06,Saturday,7,urban_core,afternoon_12_17,cloudy,1,0.5,1,1.98,3.05,1,8.8,0,
DLV-02730,2024-02-26,Monday,2,urban_core,morning_08_12,clear,1,6.2,5,7.82,5.17,18,8.7,1,25.5
DLV-02731,2024-01-20,Saturday,1,urban_inner,anytime,cloudy,1,8.0,1,2.0,8.26,5,6.3,1,23.1
DLV-02732,2024-09-29,Sunday,9,urban_core,afternoon_12_17,clear,3,1.9,3,6.39,6.49,4,5.8,0,
DLV-02733,2024-04-28,Sunday,4,rural,afternoon_12_17,clear,1,3.0,9,17.75,29.21,9,3.1,0,
DLV-02734,2024-03-11,Monday,3,suburban,evening_17_21,clear,2,3.6,3,3.28,9.85,0,3.6,1,20.9
DLV-02735,2024-01-04,Thursday,1,rural,afternoon_12_17,cloudy,2,1.5,3,7.68,27.57,25,2.1,1,23.9
DLV-02736,2024-08-08,Thursday,8,rural,morning_08_12,clear,1,1.4,9,16.11,31.92,25,4.7,1,22.7
DLV-02737,2024-01-14,Sunday,1,urban_inner,evening_17_21,cloudy,2,3.4,5,8.11,0.8,17,4.4,0,
DLV-02738,2024-01-03,Wednesday,1,urban_inner,afternoon_12_17,cloudy,1,1.4,8,23.72,3.96,20,8.9,0,
DLV-02739,2024-08-03,Saturday,8,urban_core,afternoon_12_17,cloudy,1,2.6,10,10.65,1.49,11,9.9,0,
DLV-02740,2024-08-16,Friday,8,urban_inner,morning_08_12,cloudy,1,2.2,9,15.53,9.99,37,5.9,1,42.3
DLV-02741,2024-12-01,Sunday,12,rural,afternoon_12_17,clear,1,2.2,6,12.85,26.5,13,2.1,1,18.4
DLV-02742,2024-07-04,Thursday,7,urban_core,morning_08_12,clear,1,5.3,7,4.47,4.85,31,6.1,1,27.9
DLV-02743,2024-02-24,Saturday,2,rural,afternoon_12_17,cloudy,2,3.7,7,8.8,29.48,38,2.1,1,29.6
DLV-02744,2024-09-10,Tuesday,9,urban_core,afternoon_12_17,clear,1,9.7,7,17.25,5.96,34,7.3,1,41.2
DLV-02745,2024-01-24,Wednesday,1,rural,evening_17_21,rain,1,4.7,4,3.76,26.01,16,1.0,0,
DLV-02746,2024-06-10,Monday,6,rural,afternoon_12_17,rain,1,0.5,2,3.26,27.05,9,1.0,0,
DLV-02747,2024-06-06,Thursday,6,suburban,evening_17_21,clear,1,4.0,2,4.01,13.4,34,3.1,1,17.6
DLV-02748,2024-03-22,Friday,3,suburban,evening_17_21,cloudy,1,3.3,7,14.78,18.97,15,3.5,1,20.4
DLV-02749,2024-06-07,Friday,6,urban_inner,afternoon_12_17,snow,1,3.1,10,22.66,7.36,5,3.2,0,
DLV-02750,2024-07-06,Saturday,7,suburban,morning_08_12,clear,1,2.0,7,18.47,15.85,3,5.2,1,17.8
DLV-02751,2024-02-29,Thursday,2,rural,evening_17_21,cloudy,1,0.5,10,13.61,30.15,8,1.1,0,
DLV-02752,2024-10-31,Thursday,10,suburban,afternoon_12_17,clear,1,9.1,7,15.46,17.29,28,3.0,1,23.5
DLV-02753,2024-11-14,Thursday,11,suburban,morning_08_12,clear,2,5.7,8,18.21,16.65,6,3.8,1,20.6
DLV-02754,2024-12-31,Tuesday,12,suburban,morning_08_12,rain,1,2.0,3,3.33,14.17,15,3.1,1,30.8
DLV-02755,2024-07-29,Monday,7,suburban,evening_17_21,cloudy,1,0.5,11,32.05,15.48,5,5.2,1,22.9
DLV-02756,2024-05-31,Friday,5,urban_inner,morning_08_12,cloudy,2,5.2,5,13.18,15.47,2,5.4,0,
DLV-02757,2024-04-18,Thursday,4,suburban,morning_08_12,rain,1,1.7,6,6.5,11.78,13,2.6,0,
DLV-02758,2024-03-16,Saturday,3,urban_inner,afternoon_12_17,cloudy,1,1.5,8,16.98,6.49,13,6.7,1,30.7
DLV-02759,2024-01-30,Tuesday,1,urban_core,evening_17_21,cloudy,1,3.3,8,17.9,1.05,8,8.3,0,
DLV-02760,2024-11-09,Saturday,11,urban_inner,afternoon_12_17,cloudy,2,4.3,10,14.65,8.56,35,9.6,1,29.2
DLV-02761,2024-04-26,Friday,4,urban_inner,morning_08_12,cloudy,2,0.5,3,7.9,6.61,22,3.0,1,23.8
DLV-02762,2024-12-21,Saturday,12,urban_core,morning_08_12,rain,2,4.4,4,8.65,1.32,14,7.3,1,37.6
DLV-02763,2024-07-10,Wednesday,7,urban_core,afternoon_12_17,snow,1,4.0,6,12.46,4.52,6,8.2,0,
DLV-02764,2024-01-19,Friday,1,urban_inner,morning_08_12,rain,2,2.7,4,3.59,3.9,19,4.4,1,36.1
DLV-02765,2024-06-21,Friday,6,urban_core,afternoon_12_17,cloudy,1,1.2,10,14.01,8.27,18,9.3,0,
DLV-02766,2024-08-15,Thursday,8,urban_core,morning_08_12,clear,1,0.5,4,5.89,7.62,5,6.2,1,17.5
DLV-02767,2024-12-15,Sunday,12,suburban,anytime,rain,1,0.5,5,11.4,19.3,38,3.7,0,
DLV-02768,2024-07-01,Monday,7,rural,afternoon_12_17,cloudy,1,0.5,10,19.7,35.97,0,3.4,1,23.4
DLV-02769,2024-04-22,Monday,4,suburban,morning_08_12,rain,1,0.7,7,3.72,9.11,6,1.9,1,28.8
DLV-02770,2024-07-01,Monday,7,rural,evening_17_21,clear,1,1.6,2,2.26,27.52,34,1.6,0,
DLV-02771,2024-05-25,Saturday,5,suburban,morning_08_12,rain,1,0.8,2,3.15,17.88,24,4.7,1,33.1
DLV-02772,2024-11-14,Thursday,11,urban_core,afternoon_12_17,clear,1,1.1,10,22.89,8.31,37,7.4,1,33.8
DLV-02773,2024-04-25,Thursday,4,suburban,evening_17_21,clear,2,1.5,9,20.77,16.58,22,4.5,1,22.6
DLV-02774,2024-04-22,Monday,4,suburban,afternoon_12_17,cloudy,1,1.1,4,6.5,10.86,24,4.7,0,
DLV-02775,2024-09-07,Saturday,9,urban_inner,afternoon_12_17,cloudy,1,3.9,5,3.08,8.84,37,5.0,1,34.7
DLV-02776,2024-09-07,Saturday,9,urban_core,afternoon_12_17,clear,1,2.0,3,3.27,7.68,10,9.6,1,31.1
DLV-02777,2024-10-29,Tuesday,10,suburban,morning_08_12,cloudy,1,0.5,2,1.98,12.97,33,2.2,1,16.6
DLV-02778,2024-11-08,Friday,11,urban_core,morning_08_12,clear,1,0.8,10,24.09,2.21,30,9.2,1,35.6
DLV-02779,2024-04-27,Saturday,4,suburban,evening_17_21,clear,2,3.7,8,6.29,13.17,37,4.0,1,28.9
DLV-02780,2024-10-27,Sunday,10,urban_core,afternoon_12_17,clear,1,1.1,4,6.22,2.8,11,6.3,1,20.3
DLV-02781,2024-06-09,Sunday,6,urban_inner,morning_08_12,rain,1,7.6,1,2.11,8.82,8,4.5,1,29.0
DLV-02782,2024-07-16,Tuesday,7,urban_inner,morning_08_12,clear,1,3.7,6,17.43,3.69,12,6.2,0,
DLV-02783,2024-09-16,Monday,9,urban_core,anytime,clear,2,1.0,6,17.99,9.42,19,6.9,0,
DLV-02784,2024-05-27,Monday,5,urban_inner,anytime,cloudy,1,2.2,2,5.75,6.31,20,6.5,0,
DLV-02785,2024-08-27,Tuesday,8,suburban,afternoon_12_17,clear,1,3.3,2,4.48,10.96,21,3.2,0,
DLV-02786,2024-02-16,Friday,2,suburban,evening_17_21,rain,1,0.6,8,18.52,12.79,0,3.6,1,26.3
DLV-02787,2024-07-16,Tuesday,7,rural,evening_17_21,rain,2,0.8,11,25.85,28.81,39,2.6,0,
DLV-02788,2024-02-16,Friday,2,urban_inner,morning_08_12,rain,2,2.1,7,18.4,3.33,16,5.7,1,38.8
DLV-02789,2024-03-18,Monday,3,suburban,morning_08_12,clear,1,7.8,2,5.74,12.28,3,3.1,0,
DLV-02790,2024-05-03,Friday,5,urban_core,morning_08_12,clear,2,1.3,10,15.03,4.31,5,7.7,1,23.9
DLV-02791,2024-03-15,Friday,3,urban_core,evening_17_21,cloudy,1,1.5,1,1.42,2.48,18,6.7,1,30.8
DLV-02792,2024-12-24,Tuesday,12,urban_core,evening_17_21,clear,2,0.6,11,16.98,1.61,29,8.2,1,19.4
DLV-02793,2024-05-16,Thursday,5,urban_inner,afternoon_12_17,clear,2,2.7,8,16.65,10.84,22,6.5,1,18.9
DLV-02794,2024-03-30,Saturday,3,urban_core,morning_08_12,clear,1,4.0,10,23.94,7.28,31,8.2,1,33.1
DLV-02795,2024-11-20,Wednesday,11,urban_core,afternoon_12_17,clear,1,1.7,2,5.3,7.23,28,8.2,0,
DLV-02796,2024-03-01,Friday,3,suburban,evening_17_21,snow,3,4.2,5,7.66,15.7,7,3.1,0,
DLV-02797,2024-05-17,Friday,5,suburban,evening_17_21,rain,1,1.1,6,7.69,10.43,20,1.0,1,31.1
DLV-02798,2024-02-19,Monday,2,urban_inner,morning_08_12,clear,3,3.7,10,29.55,7.93,16,5.6,1,15.9
DLV-02799,2024-09-15,Sunday,9,urban_core,afternoon_12_17,clear,1,0.9,1,0.93,8.56,16,7.6,0,
DLV-02800,2024-04-16,Tuesday,4,urban_inner,morning_08_12,snow,1,4.6,2,1.8,4.37,20,5.6,0,
DLV-02801,2024-04-22,Monday,4,urban_inner,evening_17_21,clear,1,5.3,10,22.32,5.04,14,4.7,1,21.9
DLV-02802,2024-12-15,Sunday,12,suburban,afternoon_12_17,rain,2,4.8,4,3.14,14.81,26,5.4,1,42.0
DLV-02803,2024-09-10,Tuesday,9,urban_core,morning_08_12,clear,1,0.7,2,2.76,6.78,24,6.0,1,25.2
DLV-02804,2024-04-27,Saturday,4,suburban,evening_17_21,rain,1,3.6,11,11.98,16.04,32,2.5,1,31.0
DLV-02805,2024-07-16,Tuesday,7,rural,morning_08_12,cloudy,1,2.3,6,4.53,28.96,1,1.1,1,18.4
DLV-02806,2024-12-02,Monday,12,urban_core,evening_17_21,clear,3,12.8,4,7.46,1.49,15,6.8,0,
DLV-02807,2024-12-30,Monday,12,rural,morning_08_12,clear,1,1.3,11,14.39,29.47,35,1.0,1,16.3
DLV-02808,2024-02-20,Tuesday,2,urban_inner,afternoon_12_17,cloudy,1,4.4,3,4.64,6.14,7,5.8,0,
DLV-02809,2024-09-01,Sunday,9,urban_core,anytime,rain,1,1.4,6,4.97,5.52,15,7.4,1,40.0
DLV-02810,2024-02-04,Sunday,2,urban_inner,afternoon_12_17,clear,2,1.5,9,21.36,7.63,6,4.4,0,
DLV-02811,2024-10-28,Monday,10,urban_core,afternoon_12_17,cloudy,1,0.5,8,9.2,3.56,4,5.5,1,23.4
DLV-02812,2024-03-09,Saturday,3,urban_core,afternoon_12_17,clear,1,0.8,2,2.45,11.49,22,8.3,1,20.7
DLV-02813,2024-12-14,Saturday,12,urban_inner,morning_08_12,rain,1,0.5,3,2.94,4.45,7,5.7,1,34.7
DLV-02814,2024-11-15,Friday,11,suburban,afternoon_12_17,rain,1,0.5,2,2.95,11.79,2,5.0,1,39.2
